Year,Selling_Price,Present_Price,Kms_Driven,Fuel_Type,Seller_Type,Transmission,Owner
2010,18.27,19.56,107291,Petrol,Individual,Manual,0
2021,8.55,9.5,38788,Diesel,Individual,Manual,0
2008,29.73,45.73,65167,Diesel,Individual,Manual,1
2005,4.59,5.54,53166,Petrol,Individual,Manual,0
2007,17.62,36.36,27887,Petrol,Individual,Manual,0
2015,3.56,7.88,154704,Petrol,,Automatic,0
2017,17.72,20.08,117704,Petrol,Dealer,Manual,0
2016,8.83,21.17,67513,CNG,Trustmark Dealer,Manual,1
2018,8.21,8.78,40802,Petrol,Dealer,Manual,0
2020,35.57,46.21,35026,Petrol,Trustmark Dealer,Manual,2
2013,0.71,1.13,76706,CNG,Dealer,Manual,0
2005,21.4,44.8,73933,Diesel,Individual,Manual,1
2012,35.35,,119817,Petrol,Dealer,Manual,0
2012,11.73,16.53,162155,Diesel,Trustmark Dealer,Manual,0
2023,28.09,35.51,2732,,Trustmark Dealer,Automatic,0
2018,8.43,13.39,115164,Diesel,Dealer,Manual,0
2014,16.66,38.18,135014,Petrol,Dealer,Manual,0
2004,16.33,28.49,60853,Petrol,Individual,Manual,0
2011,9.01,15.71,98084,Petrol,Individual,Automatic,1
2005,8.34,,10429,Petrol,Individual,Automatic,2
2017,14.1,34.8,169340,Petrol,Individual,Manual,0
2005,26.42,45.4,58676,,Dealer,Manual,1
2021,5.93,,154589,Petrol,Individual,Automatic,0
2020,21.55,29.0,64727,Petrol,Individual,Automatic,1
2010,7.14,13.43,96485,Diesel,Dealer,Manual,1
2019,29.46,40.27,29899,Petrol,Individual,Automatic,0
2010,3.36,4.44,16068,Diesel,Trustmark Dealer,Automatic,1
2009,23.89,34.76,66701,Diesel,Individual,Manual,0
2009,6.57,,79408,CNG,Dealer,Manual,1
2005,18.23,30.22,96742,Petrol,Dealer,Manual,0
2003,19.63,41.95,30269,Diesel,Individual,Manual,1
2006,23.26,38.0,95800,Diesel,Dealer,Manual,0
2007,22.35,37.89,144291,Diesel,Trustmark Dealer,Automatic,0
2003,19.13,26.37,85694,Diesel,Dealer,Manual,0
2017,38.89,44.65,60043,Petrol,Individual,Manual,0
2007,18.08,29.82,158061,Petrol,Dealer,Manual,0
2015,36.32,45.96,66263,Diesel,Individual,Manual,0
2010,23.52,27.78,174478,Diesel,Dealer,Automatic,0
2010,13.32,25.79,104324,Diesel,Dealer,Manual,0
2007,10.66,11.9,120432,Petrol,Individual,Manual,0
2011,,27.69,125567,Petrol,Individual,Manual,0
2003,7.07,7.89,17830,Petrol,Individual,Manual,0
2006,21.37,43.61,160122,Diesel,Dealer,Automatic,0
2005,19.98,34.12,164936,Diesel,Dealer,Manual,1
2004,36.42,49.69,101730,Petrol,Individual,Manual,1
2010,4.95,5.51,175749,Diesel,Individual,Manual,1
2011,6.91,12.79,20641,Petrol,Dealer,Manual,0
2004,,43.98,96911,Petrol,Dealer,Manual,1
2016,16.11,20.37,145627,Petrol,Dealer,Manual,0
2016,11.63,,155307,Diesel,Dealer,Manual,0
2006,28.65,,107998,Diesel,Dealer,Manual,0
2008,17.66,26.57,161031,Petrol,Individual,Manual,0
2013,5.95,10.48,173029,Petrol,Trustmark Dealer,Manual,0
2005,37.06,44.71,193673,Diesel,Dealer,Manual,0
2010,2.29,2.52,106044,Petrol,Individual,Manual,1
2005,35.63,44.87,196486,CNG,Individual,Manual,0
2016,3.25,3.48,89634,Diesel,Trustmark Dealer,Manual,0
2015,14.39,33.63,16309,Petrol,Individual,Manual,1
2015,1.9,4.51,146177,Petrol,Individual,Manual,0
2004,31.74,35.6,50813,Petrol,Individual,Manual,1
2015,2.38,2.66,192905,Petrol,Individual,Manual,0
2021,19.4,42.28,75208,Diesel,Dealer,Automatic,0
2008,14.22,23.83,162400,Petrol,Dealer,Manual,1
2018,4.8,5.58,195828,Diesel,Trustmark Dealer,Manual,2
2004,16.77,,106183,Petrol,Individual,Manual,1
2010,13.67,24.98,169502,CNG,Dealer,Automatic,0
2019,8.02,10.36,172655,Petrol,Individual,Automatic,1
2004,1.66,1.77,37029,Diesel,Dealer,Manual,0
2012,18.01,21.48,132477,Diesel,,Manual,1
2018,4.3,5.2,55012,Petrol,Individual,Manual,1
2008,3.3,5.61,135632,Petrol,Individual,Manual,3
2004,10.77,14.1,12575,Diesel,Individual,Manual,0
2004,,31.89,97148,Petrol,Dealer,Automatic,0
2015,25.51,26.97,14153,Petrol,,Automatic,0
2017,2.91,4.38,107160,CNG,Trustmark Dealer,Manual,1
2004,36.4,48.45,43077,Petrol,Dealer,Automatic,1
2009,39.22,44.47,28013,Petrol,Dealer,Manual,0
2005,5.49,13.7,138762,Diesel,Dealer,Manual,0
2010,6.55,6.99,193125,Diesel,Individual,Manual,1
2016,28.19,47.18,119128,Petrol,Individual,Manual,1
2009,13.85,23.6,1345540,Petrol,Individual,Automatic,0
2023,7.8,16.25,77967,Diesel,Individual,Automatic,2
2009,21.83,25.03,139253,Petrol,Individual,Manual,0
2003,34.16,38.86,163377,Diesel,Individual,Automatic,3
2019,3.8,9.25,8731,Petrol,Dealer,Automatic,0
2011,,38.61,102225,Diesel,Dealer,Manual,0
2023,34.14,37.72,106678,Petrol,Dealer,Manual,0
2015,12.83,27.43,191247,CNG,Individual,Automatic,1
2023,322.0,43.43,104938,,Dealer,Automatic,0
2021,5.54,7.48,1910,Petrol,Dealer,Automatic,0
2023,26.51,30.18,169542,Petrol,Dealer,Manual,3
2021,16.46,23.02,48341,Petrol,Individual,Manual,2
2019,13.85,21.69,88718,Petrol,Trustmark Dealer,Automatic,0
2012,12.52,13.38,57850,Diesel,Individual,Manual,0
2012,10.12,19.24,161462,Diesel,Individual,Automatic,0
2006,3.43,6.3,65229,Petrol,Individual,Manual,0
2010,5.95,13.33,64891,Petrol,Individual,Manual,0
2022,13.42,14.33,111805,Diesel,Dealer,Manual,0
2022,28.63,36.31,136110,,Dealer,Manual,1
2020,1.37,3.38,160287,Petrol,Dealer,Manual,0
2016,25.91,32.91,98101,Petrol,Individual,Automatic,0
2020,7.37,11.85,164971,Petrol,Dealer,Manual,2
2016,4.67,5.01,175088,Petrol,Individual,Manual,1
2022,8.7,15.74,154318,Diesel,Dealer,Automatic,0
2023,9.49,12.0,181376,Petrol,Dealer,Manual,0
2017,20.9,,19862,Diesel,Trustmark Dealer,Manual,1
2006,7.53,18.51,189898,Petrol,Dealer,Manual,1
2015,42.86,48.33,154572,Petrol,Individual,Manual,2
2010,22.99,48.21,83224,Petrol,Dealer,Manual,0
2020,17.4,22.74,82818,CNG,Dealer,Automatic,0
2014,33.03,39.96,130307,Petrol,,Manual,1
2016,1.23,1.65,134591,Petrol,Individual,Automatic,0
2004,12.62,27.84,7112,Petrol,Dealer,Manual,2
2020,35.04,37.42,133064,Petrol,Individual,Automatic,0
2004,6.17,11.63,6647,Petrol,Individual,Manual,1
2013,2.98,4.0,95550,Petrol,Dealer,Manual,0
2011,7.24,8.64,139669,Petrol,Dealer,Automatic,0
2014,20.76,22.65,124594,CNG,Individual,Automatic,0
2019,18.9,25.81,117397,Petrol,Individual,Manual,1
2017,10.67,19.66,196239,Diesel,Dealer,Manual,0
2019,19.41,22.56,58170,Petrol,Dealer,Manual,0
2020,11.77,24.04,157705,Petrol,Dealer,Manual,0
2008,15.95,38.7,148926,CNG,Dealer,Automatic,2
2019,5.54,6.16,119153,Diesel,Dealer,Manual,0
2020,27.71,38.68,124620,Diesel,Trustmark Dealer,Manual,0
2010,15.23,34.74,173544,Diesel,Individual,Manual,0
2011,26.84,37.34,110889,CNG,Individual,Automatic,1
2008,17.75,36.99,120922,Petrol,Dealer,Automatic,3
2007,,24.06,78565,Petrol,Dealer,Manual,0
2014,5.27,11.36,109688,Petrol,Dealer,Automatic,3
2013,22.55,27.29,79615,Diesel,Individual,Automatic,2
2003,39.1,47.94,81636,,Dealer,Manual,1
2013,21.85,29.84,20015,Diesel,Dealer,Manual,1
2021,0.79,,2757,Petrol,Dealer,Automatic,2
2011,,,164157,CNG,,Manual,1
2004,,49.65,192190,Petrol,Individual,Automatic,0
2014,3.08,4.53,22863,Diesel,Dealer,Manual,1
2006,2.91,3.26,27098,Petrol,,Automatic,0
2006,11.93,18.3,178292,CNG,Individual,Manual,2
2020,36.11,48.5,147367,Petrol,Dealer,Manual,0
2017,15.44,16.62,170627,Petrol,Dealer,Automatic,0
2021,13.67,21.08,26821,CNG,Individual,Manual,1
2015,22.72,32.07,43372,CNG,,Manual,0
2021,1.57,2.18,22833,Petrol,Individual,Manual,1
2019,23.95,44.99,54990,CNG,Dealer,Manual,2
2008,,26.45,92528,Diesel,Individual,Manual,0
2018,19.09,23.87,140621,Petrol,Dealer,Manual,0
2014,,43.18,88968,Petrol,Individual,Automatic,1
2021,19.43,47.7,40498,Petrol,Trustmark Dealer,Manual,1
2007,20.65,21.75,152591,Petrol,Individual,Manual,0
2019,6.8,9.45,126829,Diesel,Dealer,Manual,1
2003,20.47,,48376,Petrol,Dealer,Automatic,1
2012,11.54,,49547,Diesel,Individual,Automatic,0
2017,34.65,46.84,135213,Diesel,Individual,Manual,1
2023,22.62,47.55,143140,Diesel,Dealer,Manual,1
2023,2.79,6.63,97878,CNG,Trustmark Dealer,Manual,0
2013,40.17,47.87,54705,Diesel,Individual,Manual,3
2015,15.12,19.05,146328,Petrol,Dealer,Manual,0
2007,18.63,32.67,195793,Diesel,Individual,Manual,1
2003,1.17,2.7,165036,CNG,Individual,Manual,0
2014,29.74,44.56,117562,Petrol,Individual,Manual,0
2013,17.9,32.44,6830,CNG,Dealer,Manual,0
2019,20.13,32.53,16868,Petrol,Individual,Manual,0
2006,24.9,45.21,138751,Petrol,Individual,Manual,1
2017,12.86,,196133,Diesel,Individual,Automatic,0
2011,12.94,21.12,143794,Diesel,Dealer,Manual,0
2023,404.3,43.44,196650,Diesel,Trustmark Dealer,Manual,2
2022,20.43,37.38,14989,Petrol,Individual,Manual,0
2021,27.78,47.5,123850,Diesel,,Manual,2
2021,,47.07,56701,Diesel,Dealer,Manual,0
2014,13.1,19.73,112736,Petrol,Trustmark Dealer,Automatic,0
2007,19.78,22.9,15919,Petrol,Individual,Manual,1
2012,8.41,13.54,173378,Diesel,Trustmark Dealer,Manual,2
2019,28.14,33.37,114916,Petrol,Dealer,Manual,0
2007,8.74,18.86,143108,Petrol,Individual,Manual,1
2018,35.26,39.52,107614,,Dealer,Automatic,0
2009,3.49,6.96,21999,Diesel,Dealer,Manual,1
2011,2.82,6.7,190654,Petrol,Dealer,Manual,1
2005,5.37,11.02,118154,Petrol,Trustmark Dealer,Manual,0
2017,2.59,5.13,42543,Petrol,Individual,Manual,2
2018,21.33,31.38,199316,Petrol,Dealer,Automatic,2
2020,5.32,8.22,55560,Petrol,Trustmark Dealer,Automatic,0
2016,7.02,8.84,154860,Petrol,Individual,Manual,0
2005,0.73,1.7,80805,Petrol,Trustmark Dealer,Automatic,1
2014,26.49,39.32,122764,Petrol,Trustmark Dealer,Manual,1
2011,23.78,40.8,61048,CNG,Individual,Manual,0
2009,6.68,8.94,153293,Petrol,Dealer,Manual,0
2011,15.79,,163829,Diesel,Trustmark Dealer,Automatic,1
2015,9.32,22.24,60115,Diesel,Dealer,Manual,0
2020,8.09,12.74,180347,Petrol,Individual,Manual,0
2007,26.61,31.45,109573,Petrol,Individual,Manual,0
2015,7.5,9.75,118173,CNG,Dealer,Automatic,0
2006,15.59,,109192,Diesel,Individual,Manual,0
2004,1.66,3.33,25324,Petrol,Dealer,Manual,0
2018,25.19,48.0,184825,Petrol,Dealer,Manual,0
2011,2.86,4.52,160806,Petrol,Dealer,Manual,1
2011,21.24,,51605,Diesel,Individual,Manual,0
2008,23.47,45.21,151662,CNG,Dealer,Manual,0
2013,0.96,1.58,95364,Petrol,Individual,Manual,1
2003,18.34,25.43,155168,Petrol,Individual,Manual,0
2006,,18.15,184214,Petrol,Individual,Automatic,0
2015,14.09,29.44,95984,CNG,Individual,Automatic,2
2015,8.08,12.05,44261,Petrol,Individual,Manual,0
2015,2.42,,77986,Diesel,Dealer,Manual,0
2004,27.72,31.67,97111,Petrol,Dealer,Manual,0
2011,17.71,21.43,57698,Diesel,Individual,Manual,0
2010,15.9,31.5,51502,Petrol,Individual,Manual,1
2009,5.48,11.32,180056,CNG,Dealer,Automatic,0
2006,,17.6,188562,Petrol,Individual,Manual,0
2020,17.87,28.52,39202,Diesel,Individual,Automatic,0
2005,27.43,30.06,62445,Petrol,Individual,Manual,1
2008,10.89,19.24,86869,Diesel,Individual,Manual,1
2014,12.91,14.72,182044,Petrol,Trustmark Dealer,Automatic,0
2014,9.77,14.41,141607,Petrol,Individual,Manual,0
2023,8.48,9.56,170959,Petrol,Individual,Manual,1
2010,13.32,16.94,19679,Petrol,Individual,Manual,0
2003,8.5,10.77,115691,Petrol,Individual,Manual,1
2006,,32.06,89901,Petrol,Dealer,Automatic,3
2023,24.9,28.88,132102,Petrol,Individual,Manual,1
2013,10.66,19.75,121640,Petrol,Trustmark Dealer,Manual,0
2005,15.26,16.97,59996,Petrol,Dealer,Automatic,0
2015,9.48,12.64,140204,Petrol,Dealer,Manual,0
2019,17.47,27.24,83805,Petrol,Individual,Manual,0
2012,43.28,46.03,57644,Petrol,Individual,Automatic,1
2023,30.24,34.6,125080,Diesel,Dealer,Manual,1
2014,30.91,37.48,127238,Petrol,Individual,Manual,2
2017,23.06,41.88,93091,Diesel,Individual,Automatic,0
2023,17.06,18.23,22227,Petrol,Individual,Manual,1
2012,3.3,4.08,103342,CNG,Individual,Automatic,0
2016,23.09,31.51,93238,Petrol,Dealer,Manual,0
2015,9.29,10.24,150746,,Individual,Automatic,0
2007,14.13,28.88,5596,Petrol,Individual,Manual,0
2008,17.74,37.24,17588,Petrol,Individual,Manual,0
2004,27.98,39.4,55654,Petrol,Dealer,Manual,0
2019,6.81,15.79,95540,Petrol,Dealer,Manual,1
2006,19.98,26.11,159298,Petrol,Individual,Manual,0
2016,,31.43,13453,Petrol,Individual,Automatic,0
2012,19.15,41.15,60552,CNG,Individual,Automatic,1
2005,23.95,38.31,91117,Petrol,Individual,Automatic,0
2005,32.43,49.41,107124,Petrol,Trustmark Dealer,Automatic,0
2017,0.69,1.4,195764,Diesel,Individual,Automatic,1
2008,9.49,22.44,25524,Diesel,Individual,Automatic,1
2019,8.51,13.55,116219,Petrol,Individual,Automatic,0
2014,5.62,6.87,32843,Diesel,Trustmark Dealer,Manual,0
2022,40.22,45.66,64140,Petrol,Trustmark Dealer,Automatic,0
2013,22.64,49.9,13744,Petrol,Individual,Automatic,0
2006,6.78,9.85,107320,Petrol,Dealer,Manual,1
2008,1.57,2.88,39910,Petrol,Individual,Automatic,0
2003,8.78,14.48,139554,Petrol,Individual,Manual,0
2022,38.28,41.91,172153,Petrol,Individual,Manual,0
2018,9.14,15.4,164096,Petrol,Dealer,Manual,0
2017,2.28,3.79,146102,Petrol,Dealer,Manual,0
2019,1.84,3.57,157544,Diesel,Individual,Manual,0
2010,20.36,21.94,76048,Diesel,Individual,Manual,0
2014,30.38,,151117,Diesel,,Automatic,3
2023,10.71,15.01,28135,Diesel,Individual,Automatic,0
2012,14.24,21.93,65273,Diesel,Dealer,Automatic,0
2017,3.23,5.99,100968,Diesel,Individual,Manual,0
2011,21.3,25.19,182749,Petrol,Dealer,Manual,2
2004,14.6,35.13,122445,Petrol,Individual,Automatic,1
2007,11.14,14.29,102958,Petrol,Individual,Manual,0
2008,,15.54,14733,Petrol,Dealer,Manual,2
2009,20.26,42.26,194185,Petrol,Individual,Manual,2
2023,0.74,,64832,,Dealer,Manual,0
2003,24.55,32.19,135170,CNG,Trustmark Dealer,Automatic,0
2009,11.61,20.3,86160,Petrol,Individual,Automatic,3
2022,8.53,15.62,110318,Petrol,Individual,Manual,0
2014,14.37,33.22,58119,Petrol,Dealer,Manual,0
2018,34.42,41.9,187952,Diesel,Dealer,Manual,0
2018,25.11,28.36,186552,Petrol,Individual,Manual,0
2013,2.14,2.52,3452360,Petrol,Dealer,Manual,1
2023,15.5,23.61,44887,CNG,Individual,Manual,0
2006,16.43,23.68,146322,Diesel,Individual,Automatic,0
2015,14.74,27.65,37382,Diesel,Dealer,Automatic,0
2009,16.77,33.88,50999,CNG,Dealer,Automatic,0
2006,1.66,1.95,48022,Petrol,Trustmark Dealer,Automatic,0
2017,,25.6,167544,Diesel,Trustmark Dealer,Manual,2
2021,24.69,29.83,4893,Petrol,,Manual,0
2011,11.67,17.82,102298,Diesel,Dealer,Manual,1
2013,29.55,33.75,194158,Petrol,Dealer,Automatic,0
2010,11.08,12.18,169373,Petrol,,Automatic,0
2003,9.61,16.55,52594,Petrol,Trustmark Dealer,Manual,0
2010,25.23,48.18,199333,Petrol,Individual,Manual,0
2015,11.84,18.06,130617,Petrol,Trustmark Dealer,Manual,2
2006,8.97,17.98,113696,Petrol,Individual,Manual,0
2010,26.75,30.19,41109,Diesel,Individual,Manual,0
2005,28.46,48.58,60087,Petrol,Individual,Automatic,1
2011,35.25,49.17,175262,Petrol,Individual,Manual,1
2004,21.38,29.4,195794,Diesel,Individual,Automatic,3
2004,0.72,1.05,134738,Diesel,Dealer,Manual,0
2015,21.94,45.13,108705,Petrol,Individual,Manual,2
2017,27.35,28.94,54513,Petrol,Individual,Manual,1
2014,9.37,18.93,115307,Diesel,Trustmark Dealer,Automatic,0
2006,33.86,41.63,95013,Petrol,,Manual,0
2010,17.2,20.59,110932,Petrol,Dealer,Automatic,1
2011,1.28,2.67,17169,Petrol,Dealer,Manual,0
2007,37.65,41.23,18668,CNG,Trustmark Dealer,Automatic,1
2022,18.54,27.75,52810,Petrol,Trustmark Dealer,Manual,0
2020,13.11,17.57,152017,Petrol,Individual,Manual,1
2013,10.01,13.29,56159,Diesel,Dealer,Manual,0
2017,20.4,30.1,142151,,Dealer,Manual,0
2011,5.35,11.19,119700,Petrol,Individual,Manual,0
2019,13.72,16.87,19362,Petrol,Trustmark Dealer,Manual,2
2014,23.18,32.19,144991,CNG,Individual,Automatic,0
2009,20.57,44.2,152872,Diesel,Trustmark Dealer,Automatic,0
2012,,27.11,55648,Diesel,Individual,Manual,0
2012,30.05,38.2,95410,Petrol,Individual,Automatic,0
2015,26.94,38.39,58026,Petrol,Dealer,Automatic,0
2021,15.09,33.55,52376,Petrol,,Automatic,1
2013,7.75,13.05,95834,Petrol,Trustmark Dealer,Manual,0
2015,18.61,43.47,15156,Diesel,Dealer,Manual,0
2023,14.83,22.38,44039,Petrol,Individual,Manual,1
2010,2.85,3.17,17239,Diesel,Individual,Manual,3
2010,5.21,12.99,139161,Petrol,Dealer,Manual,1
2006,21.05,,14014,Petrol,Dealer,Manual,0
2017,3.69,4.39,51105,Diesel,Dealer,Manual,0
2013,3.33,,192283,Petrol,Individual,Manual,2
2013,14.2,35.02,6917,Diesel,Dealer,Manual,1
2003,32.93,44.74,16350,,Individual,Manual,0
2019,26.73,32.05,137814,Diesel,Individual,Manual,2
2017,9.83,11.89,116236,CNG,Dealer,Manual,1
2022,3.0,3.62,199447,Petrol,Dealer,Manual,3
2008,18.64,31.14,81197,Petrol,,Manual,2
2017,2.94,3.32,108554,Petrol,Dealer,Automatic,0
2011,12.63,31.02,143815,Diesel,Individual,Manual,2
2016,6.89,,19891,Petrol,Trustmark Dealer,Manual,0
2020,26.54,45.33,29483,Petrol,Dealer,Automatic,1
2019,11.92,24.28,32135,Diesel,Trustmark Dealer,Manual,0
2020,7.0,11.97,196130,Diesel,Individual,Manual,2
2007,30.91,42.8,96093,CNG,Individual,Manual,0
2022,,13.45,143754,Petrol,Individual,Manual,2
2022,9.22,16.02,13798,Petrol,Individual,Manual,0
2011,34.01,41.88,95575,Diesel,Dealer,Manual,1
2013,12.79,16.13,175991,Petrol,Dealer,Manual,0
2003,11.7,21.1,15198,Diesel,Individual,Manual,1
2020,10.42,18.04,108378,Diesel,Dealer,Manual,0
2008,3.74,6.7,187574,Petrol,Individual,Automatic,2
2004,1.37,2.91,33104,Petrol,Individual,Manual,1
2017,29.71,36.5,8603,Petrol,Dealer,Manual,1
2023,13.87,32.61,151081,Petrol,,Automatic,0
2016,7.17,14.84,39661,Petrol,Individual,Manual,0
2007,7.09,15.48,162037,Diesel,Individual,Manual,2
2008,40.4,47.31,155856,Petrol,Dealer,Manual,0
2008,20.96,,30340,Petrol,Dealer,Manual,2
2020,18.53,24.2,199761,Petrol,Individual,Manual,0
2016,17.11,40.32,71297,Petrol,Individual,Manual,0
2012,30.89,37.1,155641,Petrol,Individual,Manual,2
2016,14.04,15.57,50411,Petrol,Trustmark Dealer,Automatic,1
2015,2.58,3.87,109004,Petrol,Dealer,Manual,0
2005,6.73,7.99,3186520,,Trustmark Dealer,Manual,0
2008,33.18,42.08,101148,Petrol,Individual,Automatic,2
2010,30.85,36.83,106573,Diesel,Individual,Manual,0
2014,27.57,33.55,159232,Petrol,Dealer,Manual,0
2015,3.8,7.4,13206,Petrol,Individual,Automatic,1
2013,21.84,32.36,45211,CNG,Individual,Manual,0
2014,36.05,38.84,2533,Diesel,Individual,Manual,0
2003,25.42,43.17,72132,Petrol,Dealer,Manual,0
2019,15.4,1.65,174455,Petrol,Dealer,Automatic,2
2018,24.89,34.54,7358,Diesel,Individual,Manual,3
2013,1.27,1.94,121190,Petrol,,Manual,0
2015,27.15,35.64,55395,Petrol,Individual,Manual,0
2020,27.29,32.15,164107,Petrol,Dealer,Manual,1
2013,5.1,8.27,166531,CNG,Individual,Manual,0
2014,16.11,38.54,173359,Petrol,Individual,Manual,2
2008,3.44,4.35,152209,Petrol,Dealer,Manual,0
2011,38.42,41.49,126774,Petrol,Dealer,Manual,0
2018,10.29,13.83,169594,Petrol,Individual,Manual,1
2006,17.5,34.75,93459,Petrol,Dealer,Manual,0
2005,24.82,46.26,39941,CNG,Dealer,Manual,0
2018,15.89,17.65,174129,Petrol,Individual,Manual,0
2014,10.45,,161761,CNG,Dealer,Automatic,0
2013,16.63,23.69,74588,Petrol,Dealer,Manual,1
2007,4.25,8.72,87938,Petrol,Individual,Manual,1
2020,16.63,29.93,72240,Petrol,Individual,Manual,0
2021,21.28,37.41,172751,Petrol,Dealer,Manual,0
2008,23.91,,95846,Petrol,Dealer,Automatic,0
2020,35.68,42.69,58428,Diesel,Individual,Manual,1
2008,15.14,25.99,166117,Petrol,Dealer,Manual,1
2006,21.38,36.23,44671,Petrol,Individual,Manual,2
2014,26.12,40.24,47903,Diesel,Trustmark Dealer,Automatic,0
2021,22.57,25.18,181742,Petrol,Individual,Manual,1
2004,5.18,6.66,12715,Petrol,,Automatic,1
2019,9.75,22.46,153882,Petrol,Dealer,Manual,2
2013,17.82,42.28,41583,Petrol,Dealer,Manual,0
2013,21.52,30.24,197791,Diesel,Dealer,Manual,0
2023,32.41,36.5,94497,Petrol,,Automatic,0
2018,5.82,10.08,21706,CNG,Dealer,Manual,0
2004,25.88,48.25,22316,Diesel,Individual,Manual,0
2004,16.88,20.8,168667,Petrol,Individual,Manual,2
2010,24.15,33.03,60655,Petrol,Individual,Automatic,3
2015,1.36,1.92,3497,Diesel,Dealer,Manual,0
2012,3.49,7.24,14562,Diesel,Individual,Automatic,1
2010,19.53,39.32,102783,Petrol,Dealer,Manual,0
2006,26.88,48.43,95377,CNG,Dealer,Manual,2
2017,8.57,16.68,140829,CNG,Dealer,Manual,0
2003,2.63,2.82,10018,Petrol,Individual,Manual,3
2013,7.66,18.68,161349,Diesel,Dealer,Manual,0
2009,,1.86,176149,,Dealer,Automatic,0
2019,7.14,10.43,181322,Petrol,Dealer,Manual,0
2022,21.88,37.87,166644,Petrol,Individual,Manual,0
2020,41.67,46.92,43020,Petrol,Dealer,Manual,0
2014,4.07,5.29,111005,Diesel,Dealer,Manual,1
2011,26.9,28.34,58264,Petrol,Individual,Manual,1
2007,6.62,,126936,Petrol,Dealer,Manual,2
2012,3.5,7.81,136242,Diesel,Individual,Automatic,0
2006,5.59,11.73,191521,Petrol,Dealer,Automatic,1
2007,160.7,29.31,94202,Petrol,Individual,Manual,1
2012,2.64,4.19,173219,,Individual,Manual,1
2013,19.48,22.28,45944,Petrol,Individual,Manual,0
2023,4.24,7.63,25714,Diesel,Dealer,Manual,0
2012,12.97,14.36,50294,Petrol,Individual,Manual,0
2010,6.78,10.35,164783,Petrol,Trustmark Dealer,Manual,0
2004,33.46,44.27,1220,Petrol,Individual,Automatic,2
2010,19.47,35.69,40769,Petrol,Trustmark Dealer,Manual,1
2018,21.16,43.55,62949,Petrol,Trustmark Dealer,Manual,1
2007,17.38,19.79,126303,Petrol,Individual,Manual,0
2005,7.53,16.36,78828,Petrol,Dealer,Manual,0
2014,16.23,19.65,160676,Petrol,Individual,Manual,0
2015,1.37,1.91,17771,Petrol,Individual,Manual,1
2015,31.9,36.51,62182,,Individual,Manual,0
2012,14.42,18.14,164786,Petrol,Individual,Automatic,0
2006,9.07,16.35,31429,Diesel,Individual,Manual,0
2011,21.7,30.31,39759,Diesel,Individual,Automatic,0
2004,9.11,22.38,198167,Petrol,Individual,Manual,0
2021,32.45,49.06,2839,Diesel,Dealer,Automatic,3
2003,8.26,18.46,3987580,CNG,Individual,Automatic,0
2009,19.76,31.08,129759,Petrol,Individual,Automatic,1
2019,7.49,16.27,25940,,Individual,Automatic,3
2005,45.85,49.54,91528,Petrol,Dealer,Manual,0
2022,15.69,22.81,8676,CNG,Dealer,Manual,2
2022,28.94,32.07,109131,Petrol,Dealer,Automatic,0
2023,2.97,7.21,84988,CNG,Dealer,Manual,3
2005,27.72,36.92,148972,Petrol,Dealer,Manual,2
2005,8.07,14.19,193447,Petrol,Dealer,Automatic,2
2019,14.65,22.98,174252,Diesel,Dealer,Manual,0
2009,38.97,44.27,67196,Diesel,Individual,Manual,2
2016,45.6,48.56,119104,Diesel,Trustmark Dealer,Manual,2
2019,11.68,21.8,91441,Diesel,Dealer,Automatic,1
2020,38.62,41.91,66913,Diesel,Individual,Automatic,0
2015,2.81,3.61,143546,Diesel,Trustmark Dealer,Manual,0
2022,39.27,42.53,132231,Petrol,Trustmark Dealer,Manual,0
2022,22.59,31.85,148001,Petrol,Dealer,Manual,1
2023,23.16,24.95,169014,,Dealer,Manual,0
2020,39.74,44.61,134271,Diesel,Dealer,Manual,3
2006,19.97,42.42,13980,Petrol,Dealer,Automatic,0
2003,8.88,15.55,175069,Petrol,Individual,Manual,0
2020,21.23,39.78,175431,Petrol,Dealer,Manual,0
2003,4.2,5.88,92336,,Individual,Manual,1
2015,34.77,41.32,178078,Petrol,Dealer,Automatic,0
2022,27.88,34.1,138348,Petrol,,Manual,0
2022,4.25,5.31,387440,Petrol,Dealer,Manual,0
2012,20.9,34.47,122000,Petrol,Individual,Automatic,1
2013,14.04,29.45,9168,Petrol,Individual,Manual,1
2011,15.54,30.13,25966,Petrol,Individual,Manual,0
2011,12.32,15.25,108904,Petrol,Dealer,Manual,0
2007,6.76,14.06,136987,Diesel,Dealer,Manual,0
2003,20.05,38.36,171081,Diesel,Dealer,Manual,0
2019,8.6,13.58,49921,Petrol,Individual,Automatic,1
2004,,22.87,106439,Diesel,Dealer,Manual,1
2015,18.12,35.04,196339,Diesel,Individual,Automatic,0
2011,2.36,4.9,161083,Diesel,Dealer,Automatic,0
2006,27.82,30.13,84474,Petrol,Dealer,Automatic,0
